A00001 1 N
A00001 2 N
A00001 3 N
A00001 4 N
A00001 5 N
A00001 6 N
A00001 7 N
A00001 8 N
A00001 9 N
A00001 10 N
A00001 11 N
A00001 12 N
A00001 13 N
A00001 14 N
A00001 15 N
A00001 16 N
A00001 17 N
A00001 18 N
A00001 19 N
A00001 20 N
A00001 21 N
A00001 22 N
A00001 23 N
A00001 24 N
A00001 25 N
A00001 26 N
A00001 27 N
A00001 28 N
A00001 29 N
A00001 30 N
A00001 31 N
A00001 32 N
A00001 33 N
A00001 34 N
A00001 35 N
A00002 1 N
A00002 2 N
A00002 3 N
A00002 4 N
A00002 5 N
A00002 6 N
A00002 7 N
A00002 8 N
A00002 9 N
A00002 10 N
A00002 11 N
A00002 12 N
A00002 13 N
A00002 14 N
A00002 15 N
A00002 16 N
A00002 17 N
A00002 18 N
A00002 19 N
A00002 20 N
A00002 21 N
A00002 22 N
A00002 23 N
A00002 24 N
A00002 25 N
A00002 26 N
A00002 27 N
A00002 28 N
A00002 29 N
A00002 30 N
A00002 31 N
A00003 1 N
A00003 2 N
A00003 3 N
A00003 4 N
A00003 5 N
A00003 6 N
A00003 7 N
A00003 8 N
A00003 9 N
A00003 10 N
A00003 11 N
A00003 12 N
A00003 13 N
A00003 14 N
A00003 15 N
A00003 16 N
A00003 17 N
A00003 18 N
A00003 19 N
A00003 20 N
A00003 21 N
A00003 22 N
A00003 23 N
A00003 24 N
A00003 25 N
A00003 26 N
A00003 27 N
A00003 28 N
A00003 29 N
A00003 30 N
A00003 31 N
A00003 32 N
A00003 33 N
A00003 34 N
A00003 35 N
A00003 36 N
A00003 37 N
A00003 38 N
A00003 39 N
A00003 40 N
A00003 41 N
A00003 42 N
A00003 43 N
A00003 44 N
A00003 45 N
A00003 46 N
A00003 47 N
A00003 48 N
A00003 49 N
A00003 50 N
A00003 51 N
A00003 52 N
A00003 53 N
A00003 54 N
A00003 55 N
A00003 56 N
A00003 57 N
A00003 58 N
A00003 59 N
A00003 60 N
A00003 61 N
A00003 62 N
A00003 63 N
A00003 64 N
A00003 65 N
A00003 66 N
A00003 67 N
A00003 68 N
A00003 69 N
A00003 70 N
A00003 71 N
A00003 72 N
A00003 73 N
A00003 74 N
A00003 75 N
A00003 76 N
A00003 77 N
A00004 1 A
A00004 2 A
A00004 3 A
A00004 4 A
A00004 5 A
A00004 6 A
A00004 7 A
A00004 8 A
A00004 9 A
A00004 10 A
A00004 11 A
A00004 12 A
A00004 13 A
A00004 14 A
A00004 15 A
A00004 16 A
A00004 17 A
A00004 18 A
A00004 19 A
A00004 20 A
A00004 21 A
A00004 22 A
A00004 23 A
A00004 24 A
A00004 25 A
A00004 26 A
A00004 27 A
A00004 28 A
A00005 1 O
A00005 2 O
A00005 3 O
A00005 4 O
A00005 5 O
A00005 6 O
A00005 7 O
A00005 8 O
A00005 9 O
A00005 10 O
A00005 11 O
A00005 12 O
A00005 13 O
A00005 14 O
A00005 15 O
A00005 16 O
A00005 17 O
A00005 18 O
A00005 19 O
A00005 20 O
A00005 21 O
A00005 22 O
A00005 23 O
A00005 24 O
A00005 25 O
A00005 26 O
A00005 27 O
A00005 28 O
A00005 29 O
A00005 30 O
A00005 31 O
A00005 32 O
A00005 33 O
A00005 34 O
A00005 35 O
A00005 36 O
A00005 37 O
A00005 38 O
A00005 39 O
A00005 40 O
A00005 41 O
A00005 42 O
A00005 43 O
A00005 44 O
A00005 45 O
A00005 46 O
A00005 47 O
A00005 48 O
A00005 49 O
A00005 50 O
A00005 51 O
A00005 52 O
A00005 53 O
A00005 54 O
A00005 55 O
A00005 56 O
A00005 57 O
A00005 58 O
A00005 59 O
A00005 60 O
A00005 61 O
A00005 62 O
A00005 63 O
A00005 64 O
A00005 65 O
A00005 66 O
A00005 67 O
A00005 68 O
A00005 69 O
A00005 70 O
A00005 71 O
A00005 72 O
A00005 73 O
A00005 74 O
A00005 75 O
A00005 76 O
A00005 77 O
A00005 78 O
A00005 79 O
A00005 80 O
A00005 81 O
A00005 82 O
A00005 83 O
A00005 84 O
A00005 85 O
A00005 86 O
A00005 87 O
A00005 88 O
A00005 89 O
A00005 90 O
A00005 91 O
A00005 92 O
A00005 93 O
A00005 94 O
A00005 95 O
A00005 96 O
A00005 97 O
A00005 98 O
A00005 99 O
A00005 100 O
A00005 101 O
A00005 102 O
A00005 103 O
A00005 104 O
A00005 105 O
A00005 106 O
A00006 1 N
A00006 2 N
A00006 3 N
A00006 4 N
A00006 5 N
A00006 6 N
A00006 7 N
A00006 8 N
A00006 9 N
A00006 10 N
A00006 11 N
A00006 12 N
A00006 13 N
A00006 14 N
A00006 15 N
A00006 16 N
A00006 17 N
A00006 18 N
A00006 19 N
A00006 20 N
A00006 21 N
A00006 22 N
A00006 23 N
A00006 24 N
A00006 25 N
A00007 1 N
A00007 2 N
A00007 3 N
A00007 4 N
A00007 5 N
A00007 6 N
A00007 7 N
A00007 8 N
A00007 9 N
A00007 10 N
A00007 11 N
A00007 12 N
A00007 13 N
A00007 14 N
A00007 15 N
